id,first_name,second_name,web_name,status,news,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
20,Leandro,Trossard,Trossard,a,,7.0,0.3,0.0,0,0,212,4343,0.0,0.0,3.3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,4343,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Ian,Maatsen,Maatsen,a,,4.5,0.9,0.0,0,0,2203,7214,0.0,0.0,1.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,7214,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tyrone,Mings,Mings,a,,4.5,1.1,6.0,6,0,21378,3883,1.3,1.3,1.9,1.4,6,90,0,0,1,0,0,0,0,0,0,0,1,0,25,21378,3883,0,0.0,0.0,0.0,1.43,13.0,3.7,0.0,1.7
41,Pau,Torres,Pau,a,,4.5,0.5,0.0,0,0,1810,3758,0.0,0.0,1.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,3758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Kadan,Young,Young,a,,4.5,0.7,0.0,0,0,3653,5069,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3653,5069,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Arnaud,Kalimuendo,Kalimuendo,a,,6.0,0.0,0.0,0,0,303,46,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Jackson,Tchatchoua,Tchatchoua,a,,4.5,0.0,0.0,0,0,79,11,0.0,0.0,1.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,David,Raya Martín,Raya,a,,5.5,18.2,10.0,10,0,97946,25351,1.8,1.8,5.0,4.5,10,90,0,0,1,0,0,0,0,1,0,7,1,3,38,97946,25351,1,0.0,0.0,0.0,1.59,49.8,0.0,0.0,5.0
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,a,,4.5,0.9,0.0,0,0,1400,5686,0.0,0.0,3.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,5686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Karl,Hein,Hein,a,,4.0,0.6,0.0,0,0,1966,2244,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,2244,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tommy,Setford,Setford,a,,4.0,0.2,0.0,0,0,483,689,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Gabriel,dos Santos Magalhães,Gabriel,a,,6.0,18.9,6.0,6,0,97304,34962,1.0,1.0,5.0,4.5,6,90,0,0,1,0,0,0,0,0,0,0,1,0,22,97304,34962,0,0.0,0.0,0.0,1.59,20.6,0.3,4.0,2.5
6,William,Saliba,Saliba,a,,6.0,15.1,9.0,9,0,88127,26938,1.5,1.5,5.0,4.5,9,90,0,0,1,0,0,0,0,0,0,0,1,1,25,88127,26938,0,0.0,0.0,0.0,1.59,31.6,0.1,0.0,3.2
7,Riccardo,Calafiori,Calafiori,a,,5.5,1.8,13.0,13,0,66368,6591,2.4,2.4,4.3,3.8,13,71,1,0,1,0,0,0,0,1,0,0,1,2,34,66368,6591,1,0.61,0.01,0.62,0.85,37.0,2.0,35.0,7.4
8,Jurriën,Timber,J.Timber,a,,5.5,2.2,0.0,0,0,7847,16360,0.0,0.0,4.3,3.8,0,19,0,0,0,0,0,0,0,1,0,0,0,0,-3,7847,16360,0,0.0,0.0,0.0,0.74,3.0,0.3,0.0,0.3
9,Jakub,Kiwior,Kiwior,a,,5.5,0.1,0.0,0,0,207,930,0.0,0.0,4.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,930,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,5.5,4.2,0.0,0,0,13962,32592,0.0,0.0,4.3,3.8,0,18,0,0,0,0,0,0,0,1,0,0,0,0,-1,13962,32592,0,0.0,0.0,0.0,0.74,0.2,0.0,0.0,0.0
11,Benjamin,White,White,a,,5.5,0.9,6.0,6,0,7413,3332,1.1,1.1,4.3,3.8,6,70,0,0,1,0,0,0,0,0,0,0,1,0,23,7413,3332,0,0.01,0.01,0.02,0.85,15.4,11.3,1.0,2.8
12,Oleksandr,Zinchenko,Zinchenko,a,,5.0,0.4,0.0,0,0,2028,3406,0.0,0.0,3.6,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Brayden,Clarke,Clarke,a,,4.0,0.6,0.0,0,0,3241,3530,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3241,3530,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Maldini,Kacurri,Kacurri,a,,4.0,0.2,0.0,0,0,738,1187,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,1187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Josh,Nichols,Nichols,a,,4.0,0.2,0.0,0,0,614,1067,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,1067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Bukayo,Saka,Saka,a,,10.0,16.8,3.0,3,0,49836,44476,0.3,0.3,4.0,3.5,3,90,0,0,1,0,0,0,0,0,0,0,1,0,5,49836,44476,0,0.08,0.09,0.17,1.59,10.0,16.4,5.0,3.1
17,Martin,Ødegaard,Ødegaard,a,,8.0,3.7,5.0,5,0,19345,15088,0.6,0.6,3.6,3.1,5,90,0,0,1,0,0,0,0,0,0,0,1,0,16,19345,15088,0,0.13,0.09,0.22,1.59,17.8,17.3,17.0,5.2
18,Noni,Madueke,Madueke,a,,7.0,1.1,1.0,1,0,2200,8933,0.1,0.1,3.3,2.8,1,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2200,8933,0,0.0,0.02,0.02,0.91,1.6,10.7,2.0,1.4
19,Gabriel,Martinelli Silva,Martinelli,a,,7.0,1.5,1.0,1,0,4608,8405,0.1,0.1,3.3,2.8,1,59,0,0,0,0,0,0,0,0,0,0,1,0,7,4608,8405,0,0.04,0.01,0.05,0.68,6.2,10.3,21.0,3.8
21,Declan,Rice,Rice,a,,6.5,8.0,6.0,6,0,33692,30672,0.9,0.9,3.2,2.7,6,82,0,1,1,0,0,0,0,0,0,0,1,0,14,33692,30672,0,0.17,0.01,0.18,1.1,2.8,2.3,8.0,1.3
22,Mikel,Merino Zazón,Merino,a,,6.0,0.6,1.0,1,0,2906,8303,0.2,0.2,3.1,2.6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2906,8303,0,0.0,0.0,0.0,0.48,1.2,0.0,0.0,0.1
23,Fábio,Ferreira Vieira,Fábio Vieira,a,,5.5,0.0,0.0,0,0,245,493,0.0,0.0,3.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,493,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Christian,Nørgaard,Nørgaard,d,Knock - 75% chance of playing,5.5,0.6,0.0,0,0,1030,8012,0.0,0.0,2.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,8012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Ethan,Nwaneri,Nwaneri,a,,5.5,0.3,0.0,0,0,1137,3807,0.0,0.0,3.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,3807,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Martín,Zubimendi Ibáñez,Zubimendi,a,,5.5,2.2,5.0,5,0,14775,15078,0.9,0.9,3.0,2.5,5,90,0,0,1,0,0,0,0,0,0,0,1,0,15,14775,15078,0,0.0,0.01,0.01,1.59,16.0,1.9,2.0,2.0
27,Reiss,Nelson,Nelson,a,,5.0,0.1,0.0,0,0,924,1510,0.0,0.0,2.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,1510,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Ismeal,Kabia,Kabia,a,,4.5,0.3,0.0,0,0,2013,2595,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2595,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Albert,Sambi Lokonga,Sambi,a,,4.5,0.1,0.0,0,0,892,1220,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,1220,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Kai,Havertz,Havertz,a,,7.5,1.3,1.0,1,0,5660,11177,0.1,0.1,3.4,2.9,1,30,0,0,0,0,0,0,0,0,0,0,0,0,4,5660,11177,0,0.0,0.01,0.01,0.91,1.8,0.8,2.0,0.5
31,Gabriel,Fernando de Jesus,G.Jesus,i,Knee injury - Unknown return date,6.5,0.0,0.0,0,0,159,626,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Cristhian,Mosquera,Mosquera,a,,5.5,0.1,0.0,0,0,265,1066,0.0,0.0,4.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,1066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,Viktor,Gyökeres,Gyökeres,a,,9.0,25.4,1.0,1,0,91996,128638,0.1,0.1,3.8,3.3,1,59,0,0,0,0,0,0,0,0,0,0,1,0,0,91996,128638,0,0.0,0.06,0.06,0.68,0.4,5.5,6.0,1.2
32,Emiliano,Martínez Romero,Martinez,a,,5.0,0.9,0.0,0,0,9092,3513,0.0,0.0,3.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9092,3513,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Marco,Bizot,M.Bizot,a,,4.5,0.7,7.0,7,0,23606,4953,1.6,1.6,2.3,1.8,7,90,0,0,1,0,0,0,0,0,0,3,1,0,29,23606,4953,0,0.0,0.0,0.0,1.43,19.6,0.0,0.0,2.0
