id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
4,a,,,4.0,709,81,0,0,0,0,0.2,371,57,0,0,0.0,456,64,0,0,0.0,456,64,0.0,0.0,0,4655,1464,4315,840,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,64,0.0,438,50,0.0,400,44,0.0,454,64,,,,4,,Tommy,Setford,Setford,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
9,u,0.0,,5.4,206,26,0,0,-1,1,0.1,489,184,0,0,0.0,692,240,0,0,0.0,692,240,0.0,0.0,0,1119,193,5545,909,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692,241,0.0,691,241,0.0,676,234,0.0,693,241,,,,4,,Jakub,Kiwior,Kiwior,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
266,a,,,7.5,25,15,0,0,0,0,11.0,36,11,4,1,2.0,229,116,0,14,1.3,253,126,0.2,0.5,0,450705,92294,446931,64198,1.8,0.8,0.24,0.03,0.27,1.47,0.21,0.03,0.24,1.28,9.0,277,130,5.4,244,142,28.0,86,53,4.3,236,115,1.0,1.0,1.0,4,,Eberechi,Eze,Eze,,,103,0,0,1,1,0,0,0,0,0,0,1,8,,,,0.0,0.87,0.87,0.87,6.99
26,a,,,5.5,167,104,0,0,0,0,1.9,126,40,9,1,3.0,144,61,0,31,3.0,122,46,0.5,1.6,0,57835,6111,97960,15139,3.5,2.5,0.05,0.05,0.1,2.21,0.02,0.02,0.04,0.74,23.8,199,82,11.4,199,120,8.0,205,118,4.3,235,114,,,,4,,Martín,Zubimendi Ibáñez,Zubimendi,,,270,0,0,2,1,0,0,0,1,0,0,3,27,,,,0.0,0.67,0.33,1.0,9.0
50,a,,,5.3,231,145,-1,1,-2,2,0.1,490,168,2,1,1.0,316,153,0,8,0.7,306,153,0.1,0.4,0,1519,413,9926,889,0.7,0.7,0.21,0.32,0.53,1.23,0.18,0.28,0.46,1.07,12.2,256,116,46.3,55,40,21.0,113,70,8.0,137,72,,,,4,,Emiliano,Buendía Stati,Buendía,,,103,0,0,0,2,0,0,0,0,0,0,0,10,,,,0.0,0.0,1.75,0.0,8.74
41,a,,,4.5,432,100,0,0,0,0,0.4,266,98,3,1,1.5,248,81,0,7,1.0,258,88,0.2,0.7,0,6288,456,15712,2344,1.0,1.0,0.07,0.13,0.2,2.11,0.06,0.11,0.17,1.79,20.4,220,84,6.3,237,70,9.0,188,48,3.6,258,88,,,,4,,Pau,Torres,Pau,,,106,0,0,0,2,0,0,0,0,0,0,1,4,,,,0.0,0.0,1.7,0.85,3.4
190,a,,,4.0,673,196,0,0,0,0,1.1,182,68,13,3,4.3,77,32,1,40,4.3,66,27,1.1,3.2,0,104432,16869,22473,5265,2.8,3.8,0.0,0.01,0.01,5.66,0.0,0.0,0.0,1.94,66.2,57,18,15.1,169,48,14.0,156,27,9.5,103,26,,,,4,,Hjalmar,Ekdal,Ekdal,,,262,0,0,1,5,0,0,0,0,0,0,3,31,,,,0.0,0.34,1.72,1.03,10.65
56,u,0.0,0.0,5.0,307,187,0,0,0,0,0.0,731,325,0,0,0.0,669,289,0,0,0.0,669,289,0.0,0.0,0,0,0,21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670,288,0.0,669,289,0.0,652,281,0.0,671,289,,,,4,,Enzo,Barrenechea,Barrenechea,Season-long loan to Benfica,2025-07-22T13:50:13.193555+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
59,d,50.0,50.0,5.0,289,175,0,0,0,0,1.4,156,50,6,0,3.0,136,56,0,29,2.0,197,90,0.4,1.2,0,58288,329,95332,27674,1.0,1.0,0.23,0.05,0.28,2.54,0.14,0.03,0.17,1.49,34.0,157,58,6.2,238,139,16.0,144,92,5.6,193,93,,,,4,,Amadou,Onana,Onana,Hamstring injury - 50% chance of playing,2025-08-29T18:30:08.037987+00:00,153,0,0,1,1,0,0,0,1,0,0,2,23,,,,0.0,0.59,0.59,1.18,13.53
60,a,,,4.5,516,297,0,0,0,0,0.3,303,98,0,0,0.0,601,241,0,0,0.0,601,241,0.0,0.0,0,7796,1406,11866,1903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598,235,0.0,592,238,0.0,563,226,0.0,599,236,,,,4,,Ben,Broggio,Broggio,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
680,a,100.0,100.0,5.4,205,47,0,0,-1,1,0.2,397,57,0,0,0.0,691,66,0,0,0.0,691,66,0.0,0.0,0,3368,438,12884,1349,-1.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691,66,0.0,690,66,0.0,675,65,0.0,692,66,,,,4,,Armando,Broja,Broja,,2025-08-22T12:30:07.403187+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
188,a,,,4.0,645,178,0,0,0,0,0.3,321,118,0,0,0.0,402,142,0,0,0.0,402,142,0.0,0.0,0,2750,378,8947,1265,-1.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397,144,0.0,384,143,0.0,344,123,0.0,400,145,,,,4,,Hannes,Delcroix,Delcroix,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
