id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
478,a,,,5.0,217,32,0,0,0,0,1.6,147,55,72,0,2.9,140,39,8,287,0.0,330,164,0.0,14.4,0,0,0,0,0,3.1,,0.12,1.44,1.56,17.05,0.01,0.1,0.11,1.18,319.4,197,71,406.8,89,17,33.0,281,101,76.1,181,54,1.0,1.0,,0,
479,a,,,4.5,377,76,0,0,0,0,0.1,578,209,17,0,1.4,309,110,0,55,0.0,148,96,0.0,3.8,0,0,0,0,0,2.4,,0.04,0.04,0.08,6.5,0.01,0.01,0.02,1.75,59.2,324,120,19.7,327,121,13.0,315,118,9.3,333,120,,,,0,
480,a,,,4.5,367,68,0,0,0,0,0.1,521,198,0,0,0.0,494,201,0,0,0.0,138,88,0.0,0.0,0,0,0,0,0,2.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491,201,0.0,485,200,0.0,462,199,0.0,491,201,,,,0,
481,a,,,4.0,650,198,0,0,0,0,0.8,207,72,0,0,0.0,469,183,0,0,0.0,95,55,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466,183,0.0,457,182,0.0,431,178,0.0,466,183,,,,0,
482,a,,,4.0,603,168,0,0,0,0,0.2,423,166,0,0,0.0,430,159,0,0,0.0,48,25,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,159,0.0,417,157,0.0,386,150,0.0,427,159,,,,0,
484,a,,,4.0,579,151,0,0,0,0,0.6,247,88,2,0,1.0,338,120,0,7,0.0,24,8,0.0,0.5,0,0,0,0,0,1.5,,0.0,0.07,0.07,0.26,0.0,0.32,0.32,1.17,5.0,372,137,5.6,349,127,0.0,364,135,1.0,377,136,,,,0,
485,d,75.0,,7.5,26,15,0,0,0,0,2.7,106,35,124,0,3.6,82,41,9,476,0.0,660,291,0.0,16.5,0,0,0,0,0,2.2,,8.19,4.8,12.99,32.62,0.3,0.18,0.48,1.21,537.0,111,45,777.3,23,22,655.0,43,27,196.8,36,28,3.0,,3.0,0,
486,a,,,7.0,41,27,0,0,0,0,9.1,48,15,153,0,4.0,46,24,15,535,0.0,650,286,0.0,21.9,0,0,0,0,0,2.8,,4.81,5.12,9.93,38.74,0.17,0.18,0.35,1.4,627.0,75,30,785.4,21,20,582.0,51,34,199.8,30,24,,,,0,
487,a,,,6.5,51,35,0,0,0,0,0.6,246,82,130,0,3.9,53,25,13,442,0.0,611,255,0.0,20.0,0,0,0,0,0,2.7,,6.45,4.4,10.85,24.32,0.33,0.23,0.56,1.25,522.2,115,48,407.1,88,69,701.0,35,21,163.1,60,43,,,,0,
488,a,,,6.5,54,37,0,0,0,0,1.5,150,50,135,0,3.6,80,40,10,661,0.0,614,257,0.0,20.8,0,0,0,0,0,2.7,,4.34,5.32,9.66,43.41,0.12,0.15,0.27,1.19,723.0,47,14,796.0,18,17,454.0,66,45,197.5,35,27,,,,0,
489,a,,,6.5,47,31,0,0,0,0,2.9,101,33,159,0,4.5,21,11,11,601,0.0,607,251,0.0,24.5,0,0,0,0,0,2.7,,5.89,6.14,12.03,28.19,0.22,0.23,0.45,1.08,713.4,49,16,625.2,47,40,519.0,56,38,185.6,47,35,,,,0,
490,a,,,6.0,88,60,0,0,0,0,0.5,270,88,99,0,3.4,102,49,11,374,0.0,576,232,0.0,16.5,0,0,0,0,0,2.6,,3.74,2.17,5.91,31.79,0.14,0.08,0.22,1.2,469.8,134,56,389.3,94,70,465.0,65,44,132.7,89,60,,,,0,
491,a,,,5.5,166,107,0,0,0,0,2.2,126,41,106,0,2.9,144,66,10,536,0.0,519,198,0.0,19.3,0,0,0,0,0,2.5,,4.46,2.77,7.23,33.18,0.15,0.09,0.24,1.14,539.4,110,44,496.3,72,58,299.0,103,72,133.5,88,59,4.0,5.0,,0,
494,i,0.0,,5.0,250,157,0,0,0,0,0.2,452,151,46,0,1.4,317,148,0,139,0.0,363,99,0.0,9.2,0,0,0,0,0,0.0,,1.65,0.93,2.58,15.01,0.14,0.08,0.22,1.27,172.8,269,125,273.8,133,93,197.0,155,101,63.9,213,113,,,,0,
497,a,,,4.5,507,276,0,0,0,0,3.1,99,32,21,0,1.5,302,141,1,88,0.0,278,50,0.0,4.7,0,0,0,0,0,1.5,,0.57,0.3,0.87,5.68,0.17,0.09,0.26,1.68,87.4,310,148,33.5,302,159,45.0,270,144,16.7,309,150,,,,0,
498,u,0.0,,4.5,448,244,0,0,0,0,0.1,623,262,0,0,0.0,525,200,0,0,0.0,219,18,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,199,0.0,518,199,0.0,498,191,0.0,522,199,,,,0,
500,a,,,5.5,203,40,0,0,0,0,0.2,417,63,19,0,1.4,321,28,1,59,0.0,556,42,0.0,3.5,0,0,0,0,0,2.2,,0.16,0.05,0.21,3.18,0.12,0.04,0.16,2.31,42.4,336,29,25.1,316,30,37.0,275,31,10.5,330,29,,,,0,
501,a,,,4.5,544,72,0,0,0,0,0.3,353,58,0,0,0.0,590,52,0,0,0.0,315,20,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,52,0.0,585,52,0.0,570,52,0.0,589,52,,,,0,
674,a,,,5.0,276,14,0,0,0,0,0.6,242,33,0,0,0.0,609,79,0,0,0.0,389,74,0.0,0.0,0,0,0,0,0,3.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608,79,0.0,606,78,0.0,597,74,0.0,608,79,,,,0,
504,u,0.0,,4.0,590,55,0,0,0,0,1.0,186,22,0,0,0.0,419,46,0,0,0.0,35,20,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416,46,0.0,406,37,0.0,374,22,0.0,416,46,,,,0,
565,a,,,5.0,246,11,0,0,0,0,3.4,94,15,66,0,2.8,157,23,2,293,0.0,359,71,0.0,13.2,0,0,0,0,0,3.6,,0.0,0.0,0.0,33.6,0.0,0.0,0.0,1.4,587.8,93,15,0.0,601,77,0.0,590,71,58.5,223,16,,,,0,
566,a,,,4.0,585,54,0,0,0,0,0.3,321,47,1,0,1.0,339,29,0,7,0.0,30,19,0.0,0.2,0,0,0,0,0,1.5,,0.0,0.0,0.0,2.53,0.0,0.0,0.0,2.53,20.0,353,29,0.0,402,36,0.0,369,21,2.0,367,29,,,,0,
567,a,,,4.0,626,69,0,0,0,0,3.4,95,16,17,0,2.8,149,22,0,86,0.0,71,34,0.0,4.2,0,0,0,0,0,1.5,,0.0,0.01,0.01,11.8,0.0,0.0,0.0,1.97,208.2,244,20,10.1,345,13,0.0,408,36,21.7,303,20,,,,0,
568,a,,,5.5,174,22,0,0,0,0,12.5,37,14,98,0,3.0,135,37,6,456,0.0,527,206,0.0,17.8,0,0,0,0,0,3.8,,1.63,4.71,6.34,49.37,0.06,0.16,0.22,1.71,778.4,31,12,932.9,10,1,200.0,152,27,191.2,40,2,2.0,2.0,,0,
569,a,,,5.0,271,44,0,0,0,0,1.9,137,49,49,0,2.7,168,54,3,245,0.0,384,176,0.0,9.8,0,0,0,0,0,3.1,,1.52,0.81,2.33,19.31,0.1,0.05,0.15,1.23,343.2,185,67,113.1,226,68,232.0,129,20,69.0,199,62,,,,0,
570,a,,,4.5,379,78,0,0,0,0,0.1,478,185,16,0,1.6,289,102,0,104,0.0,150,98,0.0,3.6,0,0,0,0,0,2.4,,0.4,0.12,0.52,17.19,0.04,0.01,0.05,1.84,242.0,226,83,34.4,299,112,72.0,244,82,34.9,271,94,,,,0,
571,a,,,4.5,378,77,0,0,0,0,0.1,524,199,28,0,1.6,288,101,0,154,0.0,149,97,0.0,6.2,0,0,0,0,0,2.4,,0.27,0.5,0.77,25.79,0.02,0.03,0.05,1.75,343.6,184,66,42.1,289,106,49.0,266,95,43.7,252,82,,,,0,
573,a,,,4.5,421,108,0,0,0,0,0.6,238,84,51,0,2.0,241,84,6,216,0.0,192,128,0.0,11.3,0,0,0,0,0,2.4,,0.58,1.41,1.99,34.79,0.03,0.07,0.1,1.75,433.0,146,49,226.6,157,32,100.0,220,70,76.1,180,53,,,,0,
574,d,75.0,,4.5,459,125,0,0,0,0,5.1,70,25,43,0,1.7,282,100,0,233,0.0,230,145,0.0,9.6,0,0,0,0,0,1.8,,0.31,1.22,1.53,33.28,0.01,0.06,0.07,1.56,354.8,178,62,256.5,143,29,132.0,194,54,74.5,186,55,,,,0,
575,a,,,4.5,469,128,0,0,0,0,20.6,17,7,32,0,2.5,181,61,2,139,0.0,240,148,0.0,7.1,0,0,0,0,0,2.4,,0.54,0.7,1.24,13.28,0.05,0.06,0.11,1.18,212.0,242,87,39.4,292,107,57.0,256,89,30.9,282,100,,,,0,
578,a,,,4.0,676,219,0,0,0,0,1.7,144,54,0,0,0.0,487,196,0,0,0.0,121,76,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,196,0.0,475,195,0.0,452,194,0.0,484,196,,,,0,
580,a,,,7.0,34,21,0,0,0,0,3.8,85,28,137,0,4.2,34,19,13,461,0.0,643,280,0.0,19.6,0,0,0,0,0,2.8,,10.75,1.99,12.74,38.88,0.45,0.08,0.53,1.61,559.6,104,42,295.0,124,87,761.0,28,16,161.0,61,44,,,,0,
581,i,0.0,,7.0,31,18,0,0,0,0,1.5,154,53,133,0,4.3,29,17,15,592,0.0,640,277,0.0,19.0,0,0,0,0,0,0.0,,5.54,5.92,11.46,32.39,0.28,0.3,0.58,1.62,683.4,55,19,702.3,33,30,495.0,61,41,187.8,43,33,4.0,1.0,,0,
582,a,,,6.5,68,48,0,0,0,0,24.0,10,4,106,0,3.3,115,56,5,373,0.0,628,268,0.0,16.3,0,0,0,0,0,2.7,,6.97,2.67,9.64,43.46,0.24,0.09,0.33,1.51,471.6,132,55,552.5,60,49,752.0,30,18,177.5,54,39,,,,0,
584,a,,,6.5,76,54,0,0,0,0,0.2,438,145,42,0,3.2,122,58,2,151,0.0,636,274,0.0,6.5,0,0,0,0,0,2.7,,2.96,1.55,4.51,17.39,0.29,0.15,0.44,1.72,183.8,263,122,208.3,169,116,236.0,127,84,62.3,215,114,5.0,4.0,4.0,0,
585,a,,,5.5,143,94,0,0,0,0,0.1,502,176,49,0,1.9,264,120,1,293,0.0,496,185,0.0,8.9,0,0,0,0,0,2.5,,1.36,1.02,2.38,26.87,0.07,0.06,0.13,1.47,324.6,196,92,208.5,168,115,165.0,173,107,70.2,195,103,,,,0,
586,a,,,5.5,208,134,0,0,0,0,0.2,407,130,44,0,1.6,298,139,0,216,0.0,561,225,0.0,8.0,0,0,0,0,0,2.5,,0.71,0.82,1.53,24.33,0.05,0.06,0.11,1.82,237.2,227,108,218.7,159,111,97.0,224,123,55.0,227,121,,,,0,
579,u,0.0,,8.5,9,5,0,0,0,0,1.5,152,52,129,0,4.3,30,18,12,543,0.0,670,298,0.0,15.2,0,0,0,0,0,0.0,,7.25,4.97,12.22,37.99,0.31,0.21,0.52,1.62,629.6,71,28,734.9,28,26,707.0,34,20,207.2,25,20,1.0,3.0,1.0,0,
587,a,,,5.5,155,101,0,0,0,0,0.1,470,159,50,0,1.8,274,125,4,258,0.0,508,192,0.0,9.1,0,0,0,0,0,2.5,,0.64,0.48,1.12,26.38,0.04,0.03,0.07,1.7,283.8,207,98,133.8,212,130,59.0,254,139,48.0,242,126,,,,0,
588,a,,,5.5,206,133,0,0,0,0,0.1,581,227,34,0,2.1,239,108,3,92,0.0,559,224,0.0,6.2,0,0,0,0,0,2.5,,1.63,0.76,2.39,16.29,0.17,0.08,0.25,1.74,101.2,308,147,108.6,231,136,156.0,181,108,36.7,265,134,,,,0,
591,a,,,5.0,338,213,0,0,0,0,0.2,428,139,45,0,1.6,296,138,0,253,0.0,451,155,0.0,9.0,0,0,0,0,0,2.0,,0.03,0.19,0.22,37.33,0.0,0.01,0.01,1.92,254.6,221,106,71.4,259,146,15.0,312,163,34.3,273,136,,,,0,
592,u,0.0,,5.0,327,203,0,0,0,0,0.1,620,260,19,0,1.9,261,118,0,51,0.0,440,145,0.0,3.8,0,0,0,0,0,0.0,,0.2,0.56,0.76,6.87,0.05,0.14,0.19,1.72,33.2,343,159,45.2,284,154,34.0,278,148,11.0,326,156,,,,0,
593,a,,,5.0,315,195,0,0,0,0,2.2,125,40,71,0,2.0,249,112,4,365,0.0,428,137,0.0,14.2,0,0,0,0,0,2.0,,3.72,0.78,4.5,36.38,0.18,0.04,0.22,1.72,398.4,156,71,257.2,142,99,220.0,136,89,87.2,152,87,,,,0,
595,a,,,4.5,481,260,0,0,0,0,0.2,450,150,0,0,0.0,546,214,0,0,0.0,252,34,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543,213,0.0,539,213,0.0,520,205,0.0,543,213,,,,0,
596,d,75.0,,7.5,20,8,0,0,0,0,8.2,51,11,108,0,4.0,47,14,7,404,0.0,654,62,0.0,14.4,0,0,0,0,0,2.2,,10.89,1.13,12.02,40.14,0.45,0.05,0.5,1.64,505.8,123,14,199.8,175,18,729.0,32,13,142.1,80,16,,,2.0,0,
597,a,,,6.5,55,18,0,0,0,0,1.1,177,29,35,0,2.3,214,22,0,138,0.0,615,54,0.0,5.4,0,0,0,0,0,2.7,,3.71,0.6,4.31,7.29,0.67,0.11,0.78,1.32,180.8,266,24,57.1,270,26,243.0,122,24,47.4,244,25,,,3.0,0,
598,u,0.0,,4.5,515,63,0,0,0,0,0.3,326,54,3,0,1.0,359,35,0,7,0.0,286,11,0.0,0.7,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.18,0.0,567,44,0.0,563,44,0.0,546,44,0.0,567,44,,,,0,
599,a,,,4.5,464,56,0,0,0,0,0.8,208,39,6,0,2.0,245,24,0,20,0.0,235,4,0.0,1.3,0,0,0,0,0,1.5,,0.04,0.0,0.04,0.83,0.12,0.0,0.12,2.41,24.4,348,30,11.0,339,33,17.0,308,33,5.2,354,33,,,,0,
673,a,,,5.5,129,84,0,0,0,0,0.3,357,115,0,0,0.0,645,282,0,0,0.0,482,175,0.0,0.0,0,0,0,0,0,2.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645,282,0.0,645,282,0.0,641,279,0.0,645,282,,,,0,
